item_id,name,name_norm,category_id,note,source_id,source_url,fetched_at,updated_at
item_564cc0ef2bab,圧力なべ,圧力なべ,nonburnable,ゴムパッキン類は「一般ごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_6f0bbdb25f24,アノラック,アノラック,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_0c869e91e525,油（食用）,油(食用),burnable,固めるか、古紙・布等に吸わせてください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_c6f80037d4e1,油粘土,油粘土,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_78b6b8f90429,雨傘・折りたたみ傘,雨傘・折りたたみ傘,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_849d08611c4c,雨がっぱ,雨がっぱ,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_e76a43fabba5,雨戸（金属製）,雨戸(金属製),nonburnable,"一度に５枚程度としてください。
リフォーム等で発生した場合は施工業者に引き取ってもらってください。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_74ebb1b35e8b,雨戸（木製）,雨戸(木製),large_burnable,"一度に５枚程度としてください。
リフォーム等で発生した場合は施工業者に引き取ってもらってください。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_7403c44cceaf,雨どい,雨どい,large_burnable,"長さは１ｍ以内、一度に３本程度としてください。
金属製の場合は「燃えないごみ」へ。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_9a8281554540,網・ネット類,網・ネット類,burnable,食品や商品の梱包に使われているプラスチック製のものは、「容器包装プラスチック」へ,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_672350ba9d70,編み機,編み機,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_bb39e3df6a9c,網戸,網戸,nonburnable,"一度に５枚程度としてください。
リフォーム等で発生した場合は施工業者に引き取ってもらってください。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_006e94f20d97,網袋・ネット類（野菜等の包装用でプラスチック製）,網袋・ネット類(野菜等の包装用でプラスチック製),plastic_container,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_2e859e662af1,飴の包み紙（プラスチック製）,飴の包み紙(プラスチック製),plastic_container,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_42bf34c48eab,アルバム,アルバム,burnable,簡単に外せる金属類は「燃えないごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_cde169f87b8c,アルミ缶,アルミ缶,can,軽く水洗いしてください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_39168e0e79e2,アルミホイル（調理用）,アルミホイル(調理用),burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_a006e62b489c,ＩＨ調理器,IH調理器,nonburnable,リフォーム等で発生した場合は、施工業者に引き取ってもらってください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_f78e332c11db,ＩＣレコーダー,ICレコーダー,nonburnable,データは削除しましょう。電池を取り外してください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_96447e29a72a,安全靴,安全靴,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_996257c051e6,安全ピン,安全ピン,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_c8be4491a8a6,アンテナ（テレビ用）,アンテナ(テレビ用),nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_87116cfda8ee,生け花用吸水性スポンジ,生け花用吸水性スポンジ,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_d7f0af1f18d0,衣装ケース,衣装ケース,large_burnable,金属製は「燃えないごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_37ec31aa7e34,いす（金属製）,いす(金属製),nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_432a1b5d4d9d,いす（木製）,いす(木製),large_burnable,フレームが金属部分のものは「燃えないごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_9573d4b4177f,板（木製）,板(木製),large_burnable,長さ１ｍ程度に切ってください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_368675e65bf7,板ガラス,板ガラス,nonburnable,取替え時は、販売店等に引き取ってもらってください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_127de414602e,板戸,板戸,large_burnable,取替え時は、販売店等に引き取ってもらってください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_e728b5900295,一輪車（運搬・遊具）,一輪車(運搬・遊具),nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_b24c2305b96c,一升びん,一升びん,bottle,販売店へ返却しましょう。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_17c4ad4ebbc8,一升びんのふた,一升びんのふた,burnable,封をしている金属部は「燃えないごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_398a9be48a18,一斗缶（家庭用）,一斗缶(家庭用),nonburnable,中身を空にしてください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_151d69a0c12a,犬小屋（金属製）,犬小屋(金属製),nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_0efb95a0e28e,犬小屋（木製・プラスチック製）,犬小屋(木製・プラスチック製),large_burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_628c2c226854,犬猫のふん,犬猫のふん,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_de20e7c5a142,鋳物鍋,鋳物鍋,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_83729e850e12,医薬品（錠剤・粉末）,医薬品(錠剤・粉末),burnable,注射針等は薬局へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_e826f5fcd6c0,医薬品の空きびん,医薬品の空きびん,bottle,栄養ドリンクのびんも「あきびん」です。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_310c4a1644c2,イヤホン,イヤホン,nonburnable,"充電式の場合は、
こちら
をご覧ください。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_76f6ac03bad1,入れ歯,入れ歯,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_9d39596ce4fc,印鑑,印鑑,burnable,石・金属製は「燃えないごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_271e0e31dd70,インクカートリッジ（プリンター用）,インクカートリッジ(プリンター用),burnable,できるだけ店頭回収を利用してください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_979986b7e5d8,インクリボン（ワープロなど）,インクリボン(ワープロなど),burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_8e1594f3b035,インスタント食品の容器（プラスチック製）,インスタント食品の容器(プラスチック製),plastic_container,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_778e0bceb715,インターホン,インターホン,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_58afc774f748,インラインスケート,インラインスケート,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_1545ffc7930e,ウインドブレーカー,ウインドブレーカー,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_64aab7ccaf74,植木,植木,large_burnable,土を落として長さ１ｍ、太さ１０ｃｍ程度に切って束ねてください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_430479471a14,植木の枝葉,植木の枝葉,burnable,"小さく切ってごみ袋に入れてください。
一度に３袋程度までとしてください。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_140dc2e6e122,植木鉢（陶磁器類）,植木鉢(陶磁器類),nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_b6c7dde528d0,植木鉢（プラスチック製）,植木鉢(プラスチック製),burnable,ごみ袋に入らない大きなものは「燃える粗大ごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_30a91a9d3e4f,ウェットスーツ,ウェットスーツ,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_9f2ffda13f3c,ウエットティッシュ,ウエットティッシュ,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_2ddf47a6345e,うがい薬の容器,うがい薬の容器,plastic_container,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_0af8365acd56,浮き輪,浮き輪,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_7f1b89bed54b,ウクレレ,ウクレレ,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_5d5490743125,うちわ,うちわ,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_022af1a76cb9,腕時計,腕時計,nonburnable,できるだけ電池は外してください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_648a2ce5a17a,乳母車,乳母車,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_ffb41e4e0c23,裏カーボン紙,裏カーボン紙,burnable,特殊加工してある紙類は、残念ですがリサイクルできません。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_9abef4d05cd6,運動靴,運動靴,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_4592fa8443c8,エアークッション,エアークッション,plastic_container,緩衝材として商品を梱包しているプチプチのシート。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_4b933886764a,エアゾール缶,エアゾール缶,nonburnable,"使い切り、風通しの良い屋外で穴を開けてから出してください。
スプレー缶コンテナへ。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_cda744796686,エアロバイク,エアロバイク,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_e759af2198f2,栄養ドリンクの空きびん,栄養ドリンクの空きびん,bottle,金属製のふた、リングは取り外して「燃えないごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_f73f8d891f3c,液体洗剤の容器,液体洗剤の容器,plastic_container,軽く水洗いしてください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_7027bb96c305,SDカード,SDカード,burnable,データを削除してください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_89711013fb35,枝木,枝木,large_burnable,太さ１０㎝、長さ１ｍ程度に切って束ねてください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_dc4a1cbc2dc0,枝切りばさみ,枝切りばさみ,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_16c8e2f193c9,絵の具チューブ,絵の具チューブ,burnable,金属製のチューブであっても「一般ごみ」で差し支えありません。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_bd46cc2aff86,MD（ケースも含む）,MD(ケースも含む),burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_c495ba13c72f,MDプレーヤー,MDプレーヤー,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_9149165e54eb,ＬＥＤ灯,LED灯,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_3ac201efa2e9,ＬＥＤ投光器,LED投光器,nonburnable,"電池が取り外せない場合は、危険物のコンテナへ出してください。
詳しくは
こちら
をご覧ください。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_294a6ad79041,ＬＥＤライト,LEDライト,nonburnable,"電池が取り外せない場合は、危険物のコンテナへ出してください。
詳しくは
こちら
をご覧ください。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_4124547091b0,ＬＥＤランタン,LEDランタン,nonburnable,"電池が取り外せない場合は、危険物のコンテナへ出してください。
詳しくは
こちら
をご覧ください。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_01e5e353f663,エレキギター,エレキギター,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_7518cce79438,エレクトーン,エレクトーン,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_b03aa5399225,園芸用支柱,園芸用支柱,nonburnable,竹、木、プラスチック製は、「一般ごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_e384a40fec95,エンジンオイル,エンジンオイル,burnable,"少量の場合に限ります。凝固剤で固めてください。
多量にある場合は自動車販売店、ガソリンスタンドにお問い合わせください",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_9e6a5e44514c,延長コード（電気コード）,延長コード(電気コード),nonburnable,縛って出してください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_1b6027fc270f,鉛筆,鉛筆,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_29dbf66e5364,鉛筆削り,鉛筆削り,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_e002c4c12d76,塩ビパイプ,塩ビパイプ,large_burnable,"長さは１ｍ以内、一度に３本程度としてください。
工事等で発生したものは施工業者、販売店へ。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_7e9321b1bf48,オーブントースター,オーブントースター,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_0ea1458ff8cd,オーブンレンジ,オーブンレンジ,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_b850de7eb87a,オイル（食用）,オイル(食用),burnable,凝固剤で固めるか、布・古紙等に吸わせてください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_8e2f96a02b0f,オイル缶,オイル缶,nonburnable,中身を空にしてください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_a02d56078ac8,王冠,王冠,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_f8432e0ad239,応接セット,応接セット,large_burnable,金属・ガラス・石製は「燃えないごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_2ada76e868c0,お菓子の箱(金属製）,お菓子の箱(金属製),can,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_59f6338eeed0,お菓子の袋（プラスチック製）,お菓子の袋(プラスチック製),plastic_container,汚れが取れないものは「一般ごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_0a2802d93fcd,おけ（金属製）,おけ(金属製),nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_749970754ed4,おけ（プラスチック・木製）,おけ(プラスチック・木製),burnable,ごみ袋に入らないものは、「燃える粗大ごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_4e843dc64279,押しピン、画びょう,押しピン、画びょう,nonburnable,紙につつんでください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_936f6cf7b176,おしゃぶり,おしゃぶり,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_624ec1345f8d,おたま,おたま,nonburnable,木製・プラスチック製は「一般ごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_550d72f955be,落ち葉、雑草,落ち葉、雑草,burnable,土をはらい乾かし、できるだけ週の後半に出してください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_924ffe1355be,お手拭き,お手拭き,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_5896ece3fd3d,帯,帯,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_8c5fb49384cd,お盆,お盆,burnable,金属製は「燃えないごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_58c5f93b26d8,おまる（プラスチック製）,おまる(プラスチック製),large_burnable,必ず洗ってから出してください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_b9c379d8e68c,おむつ（紙・布）,おむつ(紙・布),burnable,汚物はトイレに捨ててください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_339fb55d1c82,おもちゃ（金属製）,おもちゃ(金属製),nonburnable,電池を使用している場合は取り外してください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_9be1e551b133,おもちゃ（プラスチック・木製）,おもちゃ(プラスチック・木製),burnable,"電池を使用している場合は取り外してください。
ごみ袋に入らない大きなものは、「燃える粗大ごみ」へ。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_7c623074edfa,オルガン,オルガン,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_d47373b09723,オルゴール,オルゴール,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_4cfc9859e8c2,おろし金,おろし金,nonburnable,プラスチック製のものは「一般ごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_1b202a379fa2,温度計,温度計,nonburnable,測定液が赤色のもの。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_5d1874a4b1d7,温度計（水銀を使用したもの）,温度計(水銀を使用したもの),nonburnable,"指示液が銀白色のものは水銀含有コンテナへ。
水銀を使用しているかどうか分からない場合もこちらへ。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_415a8f6d4de3,温度計（電子式）,温度計(電子式),nonburnable,電池を外してください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_4d5672ca85a9,カーステレオ,カーステレオ,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_0a85d6a1c0e1,ガーゼ,ガーゼ,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_fbd346d8dd91,カーテレビ,カーテレビ,nonburnable,車載式のテレビは家電リサイクル法対象外です。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_601013074f61,カーテン,カーテン,large_burnable,"金属部分がある場合、取り外してください。
ごみ袋に入る場合は「一般ごみ」でも差支えありません。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_1a412881f369,カーテンレール（金属製）,カーテンレール(金属製),nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_f6fd1a172c84,カーテンレール（木製・プラスチック製）,カーテンレール(木製・プラスチック製),large_burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_390b3f3c8c3d,カード類,カード類,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_3791e5058b05,カーナビ,カーナビ,nonburnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_f7ddc28c0266,カーペット,カーペット,large_burnable,ひもで縛って小さくしてください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_be75d9d4f98c,カーペットローラー（本体）,カーペットローラー(本体),nonburnable,本体以外は「一般ごみ」へ。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_452f8d5b3a61,カーボン紙、ノーカーボン紙,カーボン紙、ノーカーボン紙,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_a8790655dee4,貝殻,貝殻,burnable,,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_3ff743d8889a,介護用電動ベッド,介護用電動ベッド,nonburnable,コードは丸めてください。,src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
item_13c040b9cf93,懐中電灯・ライト,懐中電灯・ライト,nonburnable,"電池は取り外してください。
充電式の場合は、
こちら
をご覧ください。",src_web_dict,https://gb.hn-kouiki.jp/nonoichi,2026-01-24T08:16:54,2026-01-24T08:16:54
