event_id,area_id,category_id,collection_date,deadline_time,note,source_id
3775,area_c6dfe93e1334,burnable,2025-04-28,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3776,area_c6dfe93e1334,burnable,2025-05-01,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3777,area_c6dfe93e1334,burnable,2025-05-05,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3778,area_c6dfe93e1334,burnable,2025-05-08,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3779,area_c6dfe93e1334,burnable,2025-05-12,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3780,area_c6dfe93e1334,burnable,2025-05-15,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3781,area_c6dfe93e1334,burnable,2025-05-19,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3782,area_c6dfe93e1334,burnable,2025-05-22,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3783,area_c6dfe93e1334,burnable,2025-05-26,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3784,area_c6dfe93e1334,burnable,2025-05-29,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3785,area_c6dfe93e1334,burnable,2025-06-02,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3786,area_c6dfe93e1334,burnable,2025-06-05,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3787,area_c6dfe93e1334,burnable,2025-06-09,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3788,area_c6dfe93e1334,burnable,2025-06-12,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3789,area_c6dfe93e1334,burnable,2025-06-16,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3790,area_c6dfe93e1334,burnable,2025-06-19,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3791,area_c6dfe93e1334,burnable,2025-06-23,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3792,area_c6dfe93e1334,burnable,2025-06-26,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3793,area_c6dfe93e1334,burnable,2025-06-30,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3794,area_c6dfe93e1334,burnable,2025-07-03,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3795,area_c6dfe93e1334,burnable,2025-07-07,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3796,area_c6dfe93e1334,burnable,2025-07-10,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3797,area_c6dfe93e1334,burnable,2025-07-14,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3798,area_c6dfe93e1334,burnable,2025-07-17,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3799,area_c6dfe93e1334,burnable,2025-07-21,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3800,area_c6dfe93e1334,burnable,2025-07-24,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3801,area_c6dfe93e1334,burnable,2025-07-28,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3802,area_c6dfe93e1334,burnable,2025-07-31,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3803,area_c6dfe93e1334,burnable,2025-08-04,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3804,area_c6dfe93e1334,burnable,2025-08-07,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3805,area_c6dfe93e1334,burnable,2025-08-11,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3806,area_c6dfe93e1334,burnable,2025-08-14,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3807,area_c6dfe93e1334,burnable,2025-08-18,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3808,area_c6dfe93e1334,burnable,2025-08-21,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3809,area_c6dfe93e1334,burnable,2025-08-25,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3810,area_c6dfe93e1334,burnable,2025-08-28,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3811,area_c6dfe93e1334,burnable,2025-09-01,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3812,area_c6dfe93e1334,burnable,2025-09-04,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3813,area_c6dfe93e1334,burnable,2025-09-08,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3814,area_c6dfe93e1334,burnable,2025-09-11,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3815,area_c6dfe93e1334,burnable,2025-09-15,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3816,area_c6dfe93e1334,burnable,2025-09-18,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3817,area_c6dfe93e1334,burnable,2025-09-22,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3818,area_c6dfe93e1334,burnable,2025-09-25,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3819,area_c6dfe93e1334,burnable,2025-09-29,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3820,area_c6dfe93e1334,burnable,2025-10-02,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3821,area_c6dfe93e1334,burnable,2025-10-06,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3822,area_c6dfe93e1334,burnable,2025-10-09,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3823,area_c6dfe93e1334,burnable,2025-10-13,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3824,area_c6dfe93e1334,burnable,2025-10-16,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3825,area_c6dfe93e1334,burnable,2025-10-20,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3826,area_c6dfe93e1334,burnable,2025-10-23,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3827,area_c6dfe93e1334,burnable,2025-10-27,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3828,area_c6dfe93e1334,burnable,2025-10-30,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3829,area_c6dfe93e1334,burnable,2025-11-03,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3830,area_c6dfe93e1334,burnable,2025-11-06,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3831,area_c6dfe93e1334,burnable,2025-11-10,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3832,area_c6dfe93e1334,burnable,2025-11-13,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3833,area_c6dfe93e1334,burnable,2025-11-17,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3834,area_c6dfe93e1334,burnable,2025-11-20,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3835,area_c6dfe93e1334,burnable,2025-11-24,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3836,area_c6dfe93e1334,burnable,2025-11-27,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3837,area_c6dfe93e1334,burnable,2025-12-01,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3838,area_c6dfe93e1334,burnable,2025-12-04,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3839,area_c6dfe93e1334,burnable,2025-12-08,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3840,area_c6dfe93e1334,burnable,2025-12-11,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3841,area_c6dfe93e1334,burnable,2025-12-15,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3842,area_c6dfe93e1334,burnable,2025-12-18,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3843,area_c6dfe93e1334,burnable,2025-12-22,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3844,area_c6dfe93e1334,burnable,2025-12-25,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3845,area_c6dfe93e1334,burnable,2025-12-29,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3846,area_c6dfe93e1334,burnable,2026-01-01,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3847,area_c6dfe93e1334,burnable,2026-01-05,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3848,area_c6dfe93e1334,burnable,2026-01-08,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3849,area_c6dfe93e1334,burnable,2026-01-12,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3850,area_c6dfe93e1334,burnable,2026-01-15,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3851,area_c6dfe93e1334,burnable,2026-01-19,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3852,area_c6dfe93e1334,burnable,2026-01-22,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3853,area_c6dfe93e1334,burnable,2026-01-26,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3854,area_c6dfe93e1334,burnable,2026-01-29,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3855,area_c6dfe93e1334,burnable,2026-02-02,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3856,area_c6dfe93e1334,burnable,2026-02-05,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3857,area_c6dfe93e1334,burnable,2026-02-09,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3858,area_c6dfe93e1334,burnable,2026-02-12,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3859,area_c6dfe93e1334,burnable,2026-02-16,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3860,area_c6dfe93e1334,burnable,2026-02-19,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3861,area_c6dfe93e1334,burnable,2026-02-23,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3862,area_c6dfe93e1334,burnable,2026-02-26,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3863,area_c6dfe93e1334,burnable,2026-03-02,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3864,area_c6dfe93e1334,burnable,2026-03-05,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3865,area_c6dfe93e1334,burnable,2026-03-09,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3866,area_c6dfe93e1334,burnable,2026-03-12,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3867,area_c6dfe93e1334,burnable,2026-03-16,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3868,area_c6dfe93e1334,burnable,2026-03-19,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3869,area_c6dfe93e1334,burnable,2026-03-23,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3870,area_c6dfe93e1334,burnable,2026-03-26,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3871,area_c6dfe93e1334,burnable,2026-03-30,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3872,area_cdba10e12965,burnable,2025-04-03,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3873,area_cdba10e12965,burnable,2025-04-07,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3874,area_cdba10e12965,burnable,2025-04-10,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3875,area_cdba10e12965,burnable,2025-04-14,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3876,area_cdba10e12965,burnable,2025-04-17,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3877,area_cdba10e12965,burnable,2025-04-21,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3878,area_cdba10e12965,burnable,2025-04-24,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3879,area_cdba10e12965,burnable,2025-04-28,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3880,area_cdba10e12965,burnable,2025-05-01,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3881,area_cdba10e12965,burnable,2025-05-05,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3882,area_cdba10e12965,burnable,2025-05-08,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3883,area_cdba10e12965,burnable,2025-05-12,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3884,area_cdba10e12965,burnable,2025-05-15,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3885,area_cdba10e12965,burnable,2025-05-19,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3886,area_cdba10e12965,burnable,2025-05-22,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3887,area_cdba10e12965,burnable,2025-05-26,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3888,area_cdba10e12965,burnable,2025-05-29,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3889,area_cdba10e12965,burnable,2025-06-02,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3890,area_cdba10e12965,burnable,2025-06-05,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3891,area_cdba10e12965,burnable,2025-06-09,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3892,area_cdba10e12965,burnable,2025-06-12,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3893,area_cdba10e12965,burnable,2025-06-16,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3894,area_cdba10e12965,burnable,2025-06-19,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3895,area_cdba10e12965,burnable,2025-06-23,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3896,area_cdba10e12965,burnable,2025-06-26,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3897,area_cdba10e12965,burnable,2025-06-30,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3898,area_cdba10e12965,burnable,2025-07-03,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3899,area_cdba10e12965,burnable,2025-07-07,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3900,area_cdba10e12965,burnable,2025-07-10,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3901,area_cdba10e12965,burnable,2025-07-14,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3902,area_cdba10e12965,burnable,2025-07-17,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3903,area_cdba10e12965,burnable,2025-07-21,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3904,area_cdba10e12965,burnable,2025-07-24,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3905,area_cdba10e12965,burnable,2025-07-28,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3906,area_cdba10e12965,burnable,2025-07-31,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3907,area_cdba10e12965,burnable,2025-08-04,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3908,area_cdba10e12965,burnable,2025-08-07,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3909,area_cdba10e12965,burnable,2025-08-11,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3910,area_cdba10e12965,burnable,2025-08-14,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3911,area_cdba10e12965,burnable,2025-08-18,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3912,area_cdba10e12965,burnable,2025-08-21,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3913,area_cdba10e12965,burnable,2025-08-25,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3914,area_cdba10e12965,burnable,2025-08-28,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3915,area_cdba10e12965,burnable,2025-09-01,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3916,area_cdba10e12965,burnable,2025-09-04,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3917,area_cdba10e12965,burnable,2025-09-08,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3918,area_cdba10e12965,burnable,2025-09-11,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3919,area_cdba10e12965,burnable,2025-09-15,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3920,area_cdba10e12965,burnable,2025-09-18,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3921,area_cdba10e12965,burnable,2025-09-22,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3922,area_cdba10e12965,burnable,2025-09-25,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3923,area_cdba10e12965,burnable,2025-09-29,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3924,area_cdba10e12965,burnable,2025-10-02,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3925,area_cdba10e12965,burnable,2025-10-06,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3926,area_cdba10e12965,burnable,2025-10-09,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3927,area_cdba10e12965,burnable,2025-10-13,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3928,area_cdba10e12965,burnable,2025-10-16,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3929,area_cdba10e12965,burnable,2025-10-20,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3930,area_cdba10e12965,burnable,2025-10-23,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3931,area_cdba10e12965,burnable,2025-10-27,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3932,area_cdba10e12965,burnable,2025-10-30,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3933,area_cdba10e12965,burnable,2025-11-03,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3934,area_cdba10e12965,burnable,2025-11-06,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3935,area_cdba10e12965,burnable,2025-11-10,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3936,area_cdba10e12965,burnable,2025-11-13,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3937,area_cdba10e12965,burnable,2025-11-17,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3938,area_cdba10e12965,burnable,2025-11-20,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3939,area_cdba10e12965,burnable,2025-11-24,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3940,area_cdba10e12965,burnable,2025-11-27,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3941,area_cdba10e12965,burnable,2025-12-01,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3942,area_cdba10e12965,burnable,2025-12-04,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3943,area_cdba10e12965,burnable,2025-12-08,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
3944,area_cdba10e12965,burnable,2025-12-11,07:00,"{""year_end"": {""last_collection"": ""2025-12-29"", ""restart"": ""2026-01-05""}}",src_pdf_r7
